date,estate_id,tbs_production_ton,cpo_production_ton,kernel_production_ton
2023-07-01,EST007,12034.0,2371.9,595.1
2023-08-01,EST007,11524.0,2559.2,565.6
2023-09-01,EST007,11169.8,2230.3,515.4
2023-10-01,EST007,9062.4,1908.6,528.6
2023-11-01,EST007,8456.6,1878.4,407.0
2023-12-01,EST007,8869.6,1748.2,474.5
2024-01-01,EST007,9714.0,1974.6,394.6
2024-02-01,EST007,10001.1,2193.6,559.1
2024-03-01,EST007,10743.4,2127.2,593.7
2024-04-01,EST007,11164.1,2011.6,563.6
2024-05-01,EST007,10012.0,2302.8,489.2
2024-06-01,EST007,11298.9,2180.2,587.5
2024-07-01,EST007,11692.8,2366.4,701.6
2024-08-01,EST007,11872.0,2580.3,488.9
2024-09-01,EST007,11921.3,2275.4,642.7
2024-10-01,EST007,11649.9,2153.9,529.4
2024-11-01,EST007,9330.4,1901.6,465.6
2024-12-01,EST007,10170.0,1760.5,495.9
2025-01-01,EST007,9566.4,1872.0,457.8
2025-02-01,EST007,9362.6,1906.9,467.6
2025-03-01,EST007,11110.6,2177.1,492.5
2025-04-01,EST007,9794.3,1732.1,540.1
2025-05-01,EST007,10712.7,2398.7,439.5
2025-06-01,EST007,12584.7,2536.5,663.2
2025-07-01,EST007,11966.9,2650.3,578.8
2025-08-01,EST007,11695.2,2293.4,516.3
2025-09-01,EST007,11130.1,2079.1,567.8
2025-10-01,EST007,10091.7,2059.1,426.0
2025-11-01,EST007,9901.6,1948.3,497.0
2025-12-01,EST007,9021.2,1644.9,386.9
2019-01-01,EST008,6389.4,1418.7,334.2
2019-02-01,EST008,5623.7,1072.2,255.2
2019-03-01,EST008,7077.2,1220.1,337.9
2019-04-01,EST008,6705.8,1474.8,345.1
2019-05-01,EST008,7676.0,1477.1,354.1
2019-06-01,EST008,7040.4,1343.9,350.0
2019-07-01,EST008,7740.8,1343.2,328.4
2019-08-01,EST008,7262.7,1642.2,386.0
2019-09-01,EST008,7084.8,1279.9,416.8
2019-10-01,EST008,6911.6,1388.4,414.7
2019-11-01,EST008,6150.7,1314.3,310.3
2019-12-01,EST008,5437.4,1121.9,293.3
2020-01-01,EST008,7207.2,1435.0,296.2
2020-02-01,EST008,7820.4,1364.5,449.8
2020-03-01,EST008,7734.5,1453.0,416.7
2020-04-01,EST008,8455.4,1714.9,402.3
2020-05-01,EST008,8595.2,1617.6,482.9
2020-06-01,EST008,7893.6,1602.8,384.6
2020-07-01,EST008,8923.3,1875.9,425.7
2020-08-01,EST008,7667.2,1644.1,401.6
2020-09-01,EST008,8334.9,1513.7,372.4
2020-10-01,EST008,7230.6,1663.0,398.5
2020-11-01,EST008,7355.8,1555.8,329.0
2020-12-01,EST008,6392.5,1278.3,286.1
2021-01-01,EST008,7518.8,1626.6,341.7
2021-02-01,EST008,7900.4,1817.1,425.0
2021-03-01,EST008,7708.2,1375.3,361.6
2021-04-01,EST008,9010.9,1771.7,389.8
2021-05-01,EST008,7374.4,1253.6,346.4
2021-06-01,EST008,9328.4,1892.6,464.9
2021-07-01,EST008,9890.8,2032.4,436.1
2021-08-01,EST008,10405.5,2075.0,460.4
2021-09-01,EST008,8543.1,1624.7,512.6
2021-10-01,EST008,8537.5,1451.4,390.1
2021-11-01,EST008,7685.8,1580.2,371.9
2021-12-01,EST008,7501.9,1664.2,361.3
2022-01-01,EST008,6804.2,1300.5,325.9
2022-02-01,EST008,7984.7,1649.6,424.0
2022-03-01,EST008,7576.5,1337.1,414.7
2022-04-01,EST008,7722.4,1597.4,374.3
2022-05-01,EST008,8861.7,1720.0,388.3
2022-06-01,EST008,8884.6,1675.3,500.8
2022-07-01,EST008,8030.6,1514.5,397.7
2022-08-01,EST008,9238.1,1793.1,541.8
2022-09-01,EST008,10055.8,2068.8,402.2
2022-10-01,EST008,7980.7,1439.1,406.8
2022-11-01,EST008,8490.3,1647.5,506.0
2022-12-01,EST008,6715.4,1338.9,323.9
2023-01-01,EST008,7759.6,1424.0,379.2
2023-02-01,EST008,7645.8,1735.2,393.6
2023-03-01,EST008,8400.6,1572.6,396.6
2023-04-01,EST008,9878.8,1876.6,478.5
2023-05-01,EST008,9482.9,1757.4,458.1
2023-06-01,EST008,8752.5,1986.6,410.2
2023-07-01,EST008,8775.1,1827.8,492.7
2023-08-01,EST008,7990.7,1485.9,418.0
2023-09-01,EST008,9636.7,2087.2,493.9
2023-10-01,EST008,7991.8,1622.4,431.9
2023-11-01,EST008,8399.8,1712.4,408.9
2023-12-01,EST008,7716.7,1503.5,356.0
2024-01-01,EST008,8238.3,1555.1,387.1
2024-02-01,EST008,7970.4,1634.5,398.6
2024-03-01,EST008,8088.6,1551.6,361.6
2024-04-01,EST008,9980.4,2268.1,474.1
2024-05-01,EST008,9772.2,1768.4,463.4
2024-06-01,EST008,9099.9,2029.7,546.0
2024-07-01,EST008,10430.4,2068.7,417.2
2024-08-01,EST008,10691.7,2186.3,525.0
2024-09-01,EST008,10582.3,2248.7,620.4
2024-10-01,EST008,9804.4,1868.2,496.2
2024-11-01,EST008,8331.3,1774.3,447.9
2024-12-01,EST008,8677.5,1475.2,438.2
2025-01-01,EST008,8916.4,1687.0,416.1
2025-02-01,EST008,8942.5,1664.5,357.7
2025-03-01,EST008,9568.8,1733.8,488.3
2025-04-01,EST008,8929.1,1757.0,411.8
2025-05-01,EST008,10269.0,2113.2,472.4
2025-06-01,EST008,11573.3,2436.6,549.8
2025-07-01,EST008,10994.1,2238.5,645.6
2025-08-01,EST008,10501.3,1995.4,630.1
2025-09-01,EST008,7989.1,1642.0,408.1
2025-10-01,EST008,9819.6,1982.2,468.2
2025-11-01,EST008,8748.2,1872.5,385.9
2025-12-01,EST008,8931.6,1890.4,467.5
2019-01-01,EST009,6082.2,1219.2,358.3
2019-02-01,EST009,7076.5,1320.1,345.1
2019-03-01,EST009,5564.9,1058.5,222.6
2019-04-01,EST009,5770.9,1106.6,307.9
2019-05-01,EST009,6553.9,1279.8,360.0
2019-06-01,EST009,7164.6,1461.7,301.4
2019-07-01,EST009,5937.9,1251.3,302.1
2019-08-01,EST009,7083.7,1411.3,370.2
2019-09-01,EST009,7401.7,1482.1,367.4
2019-10-01,EST009,5654.1,1143.0,260.3
2019-11-01,EST009,7487.9,1439.6,412.4
2019-12-01,EST009,5862.8,1091.2,281.3
2020-01-01,EST009,5857.7,1017.3,249.4
2020-02-01,EST009,6253.0,1185.4,250.1
2020-03-01,EST009,6848.8,1418.4,385.6
2020-04-01,EST009,6112.5,1158.1,324.5
2020-05-01,EST009,7384.0,1450.5,372.4
2020-06-01,EST009,6439.2,1332.9,307.8
2020-07-01,EST009,6063.1,1260.0,287.1
2020-08-01,EST009,6761.9,1242.9,301.7
2020-09-01,EST009,5563.7,1196.0,266.2
2020-10-01,EST009,6296.4,1365.8,251.9
2020-11-01,EST009,6272.7,1148.2,290.5
2020-12-01,EST009,5974.7,1121.1,289.4
2021-01-01,EST009,7609.4,1657.8,403.7
2021-02-01,EST009,6802.8,1345.6,338.8
2021-03-01,EST009,8279.7,1407.5,446.9
2021-04-01,EST009,6315.5,1130.5,358.4
2021-05-01,EST009,6568.9,1289.2,363.2
2021-06-01,EST009,7977.1,1456.3,417.6
2021-07-01,EST009,7735.7,1499.2,387.2
2021-08-01,EST009,7427.9,1489.2,335.0
2021-09-01,EST009,6887.7,1528.6,369.9
2021-10-01,EST009,7590.0,1484.9,443.2
2021-11-01,EST009,6555.3,1416.5,339.0
2021-12-01,EST009,7175.8,1588.9,427.6
2022-01-01,EST009,6995.6,1549.6,296.4
2022-02-01,EST009,7165.5,1463.7,316.9
2022-03-01,EST009,7750.2,1321.8,420.6
2022-04-01,EST009,6771.5,1401.1,347.5
2022-05-01,EST009,6558.8,1414.9,371.0
2022-06-01,EST009,7541.2,1499.1,376.5
2022-07-01,EST009,7671.6,1735.1,350.3
2022-08-01,EST009,8581.7,1827.0,419.9
2022-09-01,EST009,5943.4,1239.3,251.6
2022-10-01,EST009,8830.3,1910.0,391.7
2022-11-01,EST009,7482.8,1534.0,410.5
2022-12-01,EST009,6487.1,1102.8,352.7
2023-01-01,EST009,5970.9,1149.5,309.4
2023-02-01,EST009,7222.9,1574.3,299.0
2023-03-01,EST009,6832.7,1283.8,329.4
2023-04-01,EST009,7787.6,1531.4,341.7
2023-05-01,EST009,6580.6,1213.0,367.7
2023-06-01,EST009,7760.3,1759.7,365.4
2023-07-01,EST009,7709.7,1736.4,343.6
2023-08-01,EST009,7866.8,1469.1,394.5
2023-09-01,EST009,6622.3,1339.1,309.9
2023-10-01,EST009,6105.2,1158.7,350.6
2023-11-01,EST009,7792.3,1630.3,361.0
2023-12-01,EST009,7459.3,1548.9,320.8
2024-01-01,EST009,6948.7,1474.3,277.9
2024-02-01,EST009,6755.8,1384.8,336.8
2024-03-01,EST009,7909.2,1819.1,373.2
2024-04-01,EST009,8789.9,1622.4,376.7
2024-05-01,EST009,6399.9,1115.8,358.0
2024-06-01,EST009,8080.1,1568.4,431.0
2024-07-01,EST009,8153.4,1438.9,406.5
2024-08-01,EST009,8893.7,1579.6,505.4
2024-09-01,EST009,6976.6,1290.5,371.9
2024-10-01,EST009,6649.8,1238.0,305.1
2024-11-01,EST009,7855.5,1458.6,352.0
2024-12-01,EST009,6154.3,1278.7,332.9
2025-01-01,EST009,8171.3,1572.2,424.8
2025-02-01,EST009,6801.4,1342.0,345.8
2025-03-01,EST009,8301.5,1771.7,379.9
2025-04-01,EST009,7271.3,1370.7,385.7
2025-05-01,EST009,7680.6,1505.6,355.0
2025-06-01,EST009,8059.3,1656.1,398.9
2025-07-01,EST009,7311.7,1249.4,418.5
2025-08-01,EST009,7069.7,1201.8,330.1
2025-09-01,EST009,7594.3,1558.3,320.0
2025-10-01,EST009,7295.2,1512.9,326.4
2025-11-01,EST009,7669.9,1764.1,421.6
2025-12-01,EST009,6348.8,1284.8,325.5
2019-01-01,EST010,8614.3,1828.8,425.2
2019-02-01,EST010,7926.9,1562.1,376.2
2019-03-01,EST010,7777.5,1590.2,407.7
2019-04-01,EST010,8996.7,2024.3,411.6
2019-05-01,EST010,7367.5,1252.5,379.6
2019-06-01,EST010,7292.4,1503.7,338.0
2019-07-01,EST010,10549.0,2426.3,480.1
2019-08-01,EST010,8781.6,1793.5,411.1
2019-09-01,EST010,9621.9,2162.6,463.0
2019-10-01,EST010,7246.2,1380.8,360.5
2019-11-01,EST010,7601.2,1516.6,389.0
2019-12-01,EST010,7239.1,1451.5,289.6
2020-01-01,EST010,7944.7,1350.6,365.2
2020-02-01,EST010,7136.7,1302.3,342.9
2020-03-01,EST010,8960.7,1644.7,515.5
2020-04-01,EST010,7823.5,1661.2,348.9
2020-05-01,EST010,9536.9,2032.1,484.6
2020-06-01,EST010,8925.3,1828.4,513.0
2020-07-01,EST010,9261.3,1966.7,402.3
2020-08-01,EST010,8089.2,1597.9,420.4
2020-09-01,EST010,6965.6,1518.7,320.3
2020-10-01,EST010,8862.5,1773.7,420.8
2020-11-01,EST010,7987.7,1604.5,367.3
2020-12-01,EST010,6854.5,1343.6,317.6
2021-01-01,EST010,8638.7,1816.4,518.3
2021-02-01,EST010,7554.8,1463.2,409.6
2021-03-01,EST010,8231.3,1766.8,456.9
2021-04-01,EST010,9008.2,1648.7,472.6
2021-05-01,EST010,7603.2,1395.3,319.1
2021-06-01,EST010,8736.9,1837.5,454.1
2021-07-01,EST010,9003.4,1788.7,498.5
2021-08-01,EST010,8384.7,1619.9,383.5
2021-09-01,EST010,7380.2,1574.6,404.6
2021-10-01,EST010,7779.5,1485.0,416.4
2021-11-01,EST010,8527.2,1679.8,505.3
2021-12-01,EST010,7962.0,1759.5,381.5
2022-01-01,EST010,9399.6,2096.9,418.4
2022-02-01,EST010,8385.0,1874.8,404.1
2022-03-01,EST010,8481.7,1660.4,485.0
2022-04-01,EST010,11526.8,2518.2,471.0
2022-05-01,EST010,8812.1,1637.0,352.5
2022-06-01,EST010,10798.1,2012.7,544.7
2022-07-01,EST010,8817.9,1499.0,421.4
2022-08-01,EST010,8988.6,2023.3,449.8
2022-09-01,EST010,10889.2,2036.7,595.9
2022-10-01,EST010,8558.4,1695.4,404.3
2022-11-01,EST010,8967.7,1671.1,364.4
2022-12-01,EST010,8842.7,1860.7,530.6
2023-01-01,EST010,9752.3,1895.5,439.0
2023-02-01,EST010,9136.7,1648.5,408.5
2023-03-01,EST010,10383.8,2145.6,576.5
2023-04-01,EST010,9159.5,1634.9,440.4
2023-05-01,EST010,10564.7,1980.2,524.9
2023-06-01,EST010,8281.8,1407.9,434.1
2023-07-01,EST010,10255.6,1832.1,568.3
2023-08-01,EST010,8299.2,1682.1,401.1
2023-09-01,EST010,11475.9,1957.0,661.0
2023-10-01,EST010,10009.1,1779.4,400.4
2023-11-01,EST010,9672.0,1934.1,520.3
2023-12-01,EST010,9616.6,1844.9,440.5
2024-01-01,EST010,8985.6,2065.6,510.9
2024-02-01,EST010,,2316.0,516.2
2024-03-01,EST010,11165.8,2087.8,520.7
2024-04-01,EST010,9699.4,2020.9,517.1
2024-05-01,EST010,9407.2,1987.2,512.4
2024-06-01,EST010,11266.3,2152.3,599.5
2024-07-01,EST010,,1625.0,410.4
2024-08-01,EST010,9789.7,1956.1,465.8
2024-09-01,EST010,9732.6,1921.3,486.4
2024-10-01,EST010,9896.1,1914.5,492.8
2024-11-01,EST010,9814.3,2028.0,527.5
2024-12-01,EST010,9532.1,1799.1,381.3
2025-01-01,EST010,8536.4,1559.8,441.1
2025-02-01,EST010,9164.3,1847.9,444.9
2025-03-01,EST010,9281.6,1910.1,425.2
2025-04-01,EST010,9607.2,1751.9,444.7
2025-05-01,EST010,9465.6,2024.9,463.1
2025-06-01,EST010,8945.7,1551.6,357.8
2025-07-01,EST010,9752.8,1866.0,453.4
2025-08-01,EST010,9326.8,1829.3,425.5
2025-09-01,EST010,9624.3,1833.0,506.9
2025-10-01,EST010,8785.7,1682.7,403.9
2025-11-01,EST010,8879.5,2025.1,434.4
2025-12-01,EST010,8554.7,1601.8,493.7
2020-12-01,EST009,5974.7,1121.1,289.4
2024-01-01,EST010,8985.6,2065.6,510.9
2021-07-01,EST001,8785.1,1569.0,380.1
2019-12-01,EST008,5437.4,1121.9,293.3
2020-01-01,EST002,7041.8,1346.3,337.0
