date,estate_id,fertilizer_kg,working_days,disruption_days
2025-06-01,EST007,56139.0,26.0,1.0
2025-07-01,EST007,47008.0,26.0,1.0
2025-08-01,EST007,39900.0,24.0,2.0
2025-09-01,EST007,48517.0,23.0,1.0
2025-10-01,EST007,48583.0,24.0,1.0
2025-11-01,EST007,47135.0,26.0,2.0
2025-12-01,EST007,49101.0,24.0,2.0
2019-01-01,EST008,36384.0,22.0,1.0
2019-02-01,EST008,41317.0,24.0,4.0
2019-03-01,EST008,46250.0,23.0,1.0
2019-04-01,EST008,33681.0,22.0,1.0
2019-05-01,EST008,38696.0,25.0,0.0
2019-06-01,EST008,38343.0,26.0,3.0
2019-07-01,EST008,41846.0,26.0,0.0
2019-08-01,EST008,29548.0,24.0,0.0
2019-09-01,EST008,35518.0,22.0,1.0
2019-10-01,EST008,32540.0,25.0,1.0
2019-11-01,EST008,42000.0,22.0,1.0
2019-12-01,EST008,41088.0,26.0,1.0
2020-01-01,EST008,31715.0,22.0,1.0
2020-02-01,EST008,50175.0,25.0,2.0
2020-03-01,EST008,41302.0,24.0,2.0
2020-04-01,EST008,34560.0,23.0,1.0
2020-05-01,EST008,41224.0,22.0,2.0
2020-06-01,EST008,39490.0,23.0,3.0
2020-07-01,EST008,31054.0,26.0,2.0
2020-08-01,EST008,34406.0,24.0,2.0
2020-09-01,EST008,42631.0,24.0,3.0
2020-10-01,EST008,36344.0,22.0,1.0
2020-11-01,EST008,42156.0,24.0,1.0
2020-12-01,EST008,37461.0,22.0,2.0
2021-01-01,EST008,32447.0,22.0,0.0
2021-02-01,EST008,32822.0,23.0,0.0
2021-03-01,EST008,34678.0,24.0,1.0
2021-04-01,EST008,34929.0,22.0,0.0
2021-05-01,EST008,28922.0,23.0,1.0
2021-06-01,EST008,44209.0,25.0,0.0
2021-07-01,EST008,43325.0,23.0,1.0
2021-08-01,EST008,47903.0,23.0,1.0
2021-09-01,EST008,46548.0,22.0,2.0
2021-10-01,EST008,35160.0,26.0,0.0
2021-11-01,EST008,49104.0,26.0,0.0
2021-12-01,EST008,32822.0,26.0,2.0
2022-01-01,EST008,47293.0,23.0,1.0
2022-02-01,EST008,47186.0,22.0,2.0
2022-03-01,EST008,42861.0,24.0,1.0
2022-04-01,EST008,49464.0,23.0,1.0
2022-05-01,EST008,41553.0,23.0,1.0
2022-06-01,EST008,35758.0,22.0,2.0
2022-07-01,EST008,34871.0,25.0,1.0
2022-08-01,EST008,38517.0,23.0,0.0
2022-09-01,EST008,32142.0,25.0,0.0
2022-10-01,EST008,41100.0,25.0,1.0
2022-11-01,EST008,43878.0,26.0,0.0
2022-12-01,EST008,38286.0,22.0,4.0
2023-01-01,EST008,46868.0,25.0,0.0
2023-02-01,EST008,46729.0,22.0,3.0
2023-03-01,EST008,46087.0,26.0,1.0
2023-04-01,EST008,45688.0,22.0,0.0
2023-05-01,EST008,37463.0,23.0,0.0
2023-06-01,EST008,46626.0,25.0,4.0
2023-07-01,EST008,43568.0,22.0,0.0
2023-08-01,EST008,31628.0,24.0,0.0
2023-09-01,EST008,39285.0,22.0,1.0
2023-10-01,EST008,42077.0,25.0,1.0
2023-11-01,EST008,31714.0,26.0,0.0
2023-12-01,EST008,39421.0,26.0,0.0
2024-01-01,EST008,40739.0,25.0,2.0
2024-02-01,EST008,36922.0,23.0,2.0
2024-03-01,EST008,41129.0,23.0,0.0
2024-04-01,EST008,40350.0,26.0,2.0
2024-05-01,EST008,39930.0,26.0,1.0
2024-06-01,EST008,28960.0,25.0,3.0
2024-07-01,EST008,33038.0,23.0,0.0
2024-08-01,EST008,35904.0,26.0,0.0
2024-09-01,EST008,45435.0,23.0,0.0
2024-10-01,EST008,37072.0,26.0,0.0
2024-11-01,EST008,38451.0,22.0,2.0
2024-12-01,EST008,32243.0,24.0,1.0
2025-01-01,EST008,35161.0,22.0,0.0
2025-02-01,EST008,46736.0,26.0,0.0
2025-03-01,EST008,39336.0,24.0,1.0
2025-04-01,EST008,28059.0,24.0,1.0
2025-05-01,EST008,37033.0,26.0,1.0
2025-06-01,EST008,32528.0,26.0,0.0
2025-07-01,EST008,41025.0,23.0,0.0
2025-08-01,EST008,40572.0,26.0,1.0
2025-09-01,EST008,32369.0,25.0,2.0
2025-10-01,EST008,37767.0,26.0,1.0
2025-11-01,EST008,33909.0,25.0,0.0
2025-12-01,EST008,44660.0,26.0,1.0
2019-01-01,EST009,43513.0,23.0,0.0
2019-02-01,EST009,30108.0,25.0,0.0
2019-03-01,EST009,38745.0,22.0,1.0
2019-04-01,EST009,34212.0,25.0,2.0
2019-05-01,EST009,30165.0,23.0,0.0
2019-06-01,EST009,38356.0,25.0,0.0
2019-07-01,EST009,42978.0,26.0,4.0
2019-08-01,EST009,40406.0,26.0,0.0
2019-09-01,EST009,37220.0,23.0,0.0
2019-10-01,EST009,34701.0,24.0,1.0
2019-11-01,EST009,39453.0,26.0,0.0
2019-12-01,EST009,32691.0,22.0,1.0
2020-01-01,EST009,35145.0,23.0,2.0
2020-02-01,EST009,33613.0,25.0,1.0
2020-03-01,EST009,39423.0,25.0,1.0
2020-04-01,EST009,32515.0,22.0,0.0
2020-05-01,EST009,30633.0,26.0,1.0
2020-06-01,EST009,42494.0,23.0,1.0
2020-07-01,EST009,31347.0,22.0,2.0
2020-08-01,EST009,32387.0,26.0,1.0
2020-09-01,EST009,33834.0,23.0,0.0
2020-10-01,EST009,28867.0,25.0,2.0
2020-11-01,EST009,29942.0,23.0,1.0
2020-12-01,EST009,33198.0,24.0,1.0
2021-01-01,EST009,38450.0,23.0,2.0
2021-02-01,EST009,31702.0,24.0,2.0
2021-03-01,EST009,41874.0,23.0,0.0
2021-04-01,EST009,35719.0,24.0,2.0
2021-05-01,EST009,38131.0,25.0,4.0
2021-06-01,EST009,35562.0,26.0,3.0
2021-07-01,EST009,35234.0,24.0,0.0
2021-08-01,EST009,40132.0,24.0,2.0
2021-09-01,EST009,30892.0,25.0,1.0
2021-10-01,EST009,33214.0,24.0,1.0
2021-11-01,EST009,42336.0,22.0,1.0
2021-12-01,EST009,41723.0,25.0,3.0
2022-01-01,EST009,41458.0,22.0,0.0
2022-02-01,EST009,33918.0,25.0,1.0
2022-03-01,EST009,37006.0,24.0,4.0
2022-04-01,EST009,36233.0,22.0,1.0
2022-05-01,EST009,39120.0,24.0,2.0
2022-06-01,EST009,31777.0,25.0,2.0
2022-07-01,EST009,37733.0,24.0,0.0
2022-08-01,EST009,32571.0,22.0,2.0
2022-09-01,EST009,31444.0,22.0,3.0
2022-10-01,EST009,44612.0,24.0,0.0
2022-11-01,EST009,32103.0,23.0,2.0
2022-12-01,EST009,32258.0,25.0,2.0
2023-01-01,EST009,28702.0,25.0,2.0
2023-02-01,EST009,46197.0,24.0,2.0
2023-03-01,EST009,37499.0,23.0,0.0
2023-04-01,EST009,39224.5,22.0,1.0
2023-05-01,EST009,40950.0,26.0,2.0
2023-06-01,EST009,40328.0,26.0,1.0
2023-07-01,EST009,35599.0,24.0,1.0
2023-08-01,EST009,39060.0,23.0,1.0
2023-09-01,EST009,35979.0,23.0,1.0
2023-10-01,EST009,36092.0,25.0,2.0
2023-11-01,EST009,30695.0,22.0,0.0
2023-12-01,EST009,42055.0,23.0,3.0
2024-01-01,EST009,36460.0,26.0,0.0
2024-02-01,EST009,33988.0,22.0,2.0
2024-03-01,EST009,31516.0,22.0,1.0
2024-04-01,EST009,29552.0,24.0,0.0
2024-05-01,EST009,27856.0,23.0,2.0
2024-06-01,EST009,41337.0,24.0,0.0
2024-07-01,EST009,28664.0,23.0,0.0
2024-08-01,EST009,35529.0,25.0,2.0
2024-09-01,EST009,34755.0,24.0,0.0
2024-10-01,EST009,31479.0,24.0,1.0
2024-11-01,EST009,45042.0,26.0,0.0
2024-12-01,EST009,32992.0,24.0,1.0
2025-01-01,EST009,32966.0,23.0,0.0
2025-02-01,EST009,34139.0,26.0,3.0
2025-03-01,EST009,30983.0,24.0,0.0
2025-04-01,EST009,30054.0,24.0,0.0
2025-05-01,EST009,42544.0,25.0,3.0
2025-06-01,EST009,45010.0,24.0,1.0
2025-07-01,EST009,30861.0,22.0,3.0
2025-08-01,EST009,39041.0,26.0,2.0
2025-09-01,EST009,36930.0,22.0,0.0
2025-10-01,EST009,42191.0,26.0,1.0
2025-11-01,EST009,35672.0,25.0,1.0
2025-12-01,EST009,30062.0,24.0,1.0
2019-01-01,EST010,37672.0,24.0,0.0
2019-02-01,EST010,45997.0,24.0,2.0
2019-03-01,EST010,47720.0,26.0,2.0
2019-04-01,EST010,35255.0,24.0,0.0
2019-05-01,EST010,41573.0,22.0,0.0
2019-06-01,EST010,50541.0,24.0,5.0
2019-07-01,EST010,47806.0,25.0,0.0
2019-08-01,EST010,49399.0,22.0,0.0
2019-09-01,EST010,49857.0,24.0,1.0
2019-10-01,EST010,44570.0,24.0,2.0
2019-11-01,EST010,43482.0,23.0,1.0
2019-12-01,EST010,44369.0,26.0,2.0
2020-01-01,EST010,36627.0,22.0,1.0
2020-02-01,EST010,42982.0,23.0,1.0
2020-03-01,EST010,46276.0,25.0,2.0
2020-04-01,EST010,38657.0,26.0,1.0
2020-05-01,EST010,43261.0,22.0,1.0
2020-06-01,EST010,47370.0,24.0,1.0
2020-07-01,EST010,50963.0,22.0,1.0
2020-08-01,EST010,34407.0,24.0,1.0
2020-09-01,EST010,38790.0,26.0,2.0
2020-10-01,EST010,44663.0,24.0,0.0
2020-11-01,EST010,36082.0,25.0,1.0
2020-12-01,EST010,50178.0,24.0,4.0
2021-01-01,EST010,47553.0,25.0,0.0
2021-02-01,EST010,36964.0,26.0,0.0
2021-03-01,EST010,45295.0,26.0,1.0
2021-04-01,EST010,40950.0,22.0,2.0
2021-05-01,EST010,41716.0,25.0,4.0
2021-06-01,EST010,49771.0,25.0,2.0
2021-07-01,EST010,50692.0,23.0,0.0
2021-08-01,EST010,41458.0,23.0,0.0
2021-09-01,EST010,46455.0,23.0,1.0
2021-10-01,EST010,41065.0,24.0,0.0
2021-11-01,EST010,44250.5,23.0,1.0
2021-12-01,EST010,47436.0,25.0,3.0
2022-01-01,EST010,45278.0,24.0,0.0
2022-02-01,EST010,47468.0,26.0,3.0
2022-03-01,EST010,38898.0,24.5,1.0
2022-04-01,EST010,46117.0,23.0,0.0
2022-05-01,EST010,39348.0,26.0,1.0
2022-06-01,EST010,39595.0,25.0,0.0
2022-07-01,EST010,34333.0,22.0,1.0
2022-08-01,EST010,50271.0,26.0,2.0
2022-09-01,EST010,46581.0,22.0,1.0
2022-10-01,EST010,42671.0,23.0,1.0
2022-11-01,EST010,44003.0,25.0,4.0
2022-12-01,EST010,44309.0,22.0,4.0
2023-01-01,EST010,54057.0,26.0,1.0
2023-02-01,EST010,43608.0,23.0,1.0
2023-03-01,EST010,39703.0,23.0,1.0
2023-04-01,EST010,38052.0,26.0,0.0
2023-05-01,EST010,46823.0,26.0,2.0
2023-06-01,EST010,45399.0,22.0,2.0
2023-07-01,EST010,38644.0,24.0,0.0
2023-08-01,EST010,31782.0,23.0,1.0
2023-09-01,EST010,47879.0,22.0,1.0
2023-10-01,EST010,34870.0,26.0,1.0
2023-11-01,EST010,46279.0,22.0,0.0
2023-12-01,EST010,50026.0,26.0,1.0
2024-01-01,EST010,39945.0,25.0,0.0
2024-02-01,EST010,39611.0,26.0,1.0
2024-03-01,EST010,43460.0,26.0,0.0
2024-04-01,EST010,50335.0,26.0,5.0
2024-05-01,EST010,41604.0,24.0,3.0
2024-06-01,EST010,49113.0,26.0,0.0
2024-07-01,EST010,32701.0,23.0,3.0
2024-08-01,EST010,40869.5,23.0,0.0
2024-09-01,EST010,49038.0,22.0,0.0
2024-10-01,EST010,50507.0,24.0,1.0
2024-11-01,EST010,39317.0,22.0,0.0
2024-12-01,EST010,49417.0,23.0,1.0
2025-01-01,EST010,41484.0,23.0,2.0
2025-02-01,EST010,40539.0,25.0,3.0
2025-03-01,EST010,35235.0,26.0,0.0
2025-04-01,EST010,52562.0,23.0,0.0
2025-05-01,EST010,34885.0,22.0,2.0
2025-06-01,EST010,41504.0,22.0,1.0
2025-07-01,EST010,41147.0,26.0,2.0
2025-08-01,EST010,53906.0,26.0,1.0
2025-09-01,EST010,45029.0,25.0,1.0
2025-10-01,EST010,49816.0,24.0,0.0
2025-11-01,EST010,46785.0,22.0,1.0
2025-12-01,EST010,43754.0,26.0,2.0
