date,estate_id,rainfall_mm,rainy_days
2024-02-01,EST009,166.4,9.0
2024-03-01,EST009,225.2,16.0
2024-04-01,EST009,192.3,13.0
2024-05-01,EST009,177.4,9.0
2024-06-01,EST009,186.1,14.0
2024-07-01,EST009,193.6,12.0
2024-08-01,EST009,181.2,11.0
2024-09-01,EST009,125.0,9.0
2024-10-01,EST009,158.0,12.0
2024-11-01,EST009,193.4,11.0
2024-12-01,EST009,224.9,15.0
2025-01-01,EST009,231.4,16.0
2025-02-01,EST009,190.9,14.0
2025-03-01,EST009,204.2,14.0
2025-04-01,EST009,161.6,10.0
2025-05-01,EST009,155.7,9.0
2025-06-01,EST009,126.3,9.0
2025-07-01,EST009,128.9,7.0
2025-08-01,EST009,122.0,5.0
2025-09-01,EST009,146.6,10.0
2025-10-01,EST009,216.3,16.0
2025-11-01,EST009,185.3,9.0
2025-12-01,EST009,290.0,18.0
2019-01-01,EST010,230.8,16.0
2019-02-01,EST010,213.6,17.0
2019-03-01,EST010,178.0,12.0
2019-04-01,EST010,198.0,12.0
2019-05-01,EST010,156.6,10.0
2019-06-01,EST010,186.3,13.0
2019-07-01,EST010,216.0,13.0
2019-08-01,EST010,153.4,9.0
2019-09-01,EST010,199.7,13.0
2019-10-01,EST010,172.4,10.0
2019-11-01,EST010,208.1,14.0
2019-12-01,EST010,268.5,20.0
2020-01-01,EST010,202.8,14.0
2020-02-01,EST010,254.3,17.0
2020-03-01,EST010,217.2,14.0
2020-04-01,EST010,166.4,9.0
2020-05-01,EST010,186.8,14.0
2020-06-01,EST010,185.8,12.0
2020-07-01,EST010,167.5,11.0
2020-08-01,EST010,116.5,13.0
2020-09-01,EST010,152.8,11.0
2020-10-01,EST010,183.8,11.0
2020-11-01,EST010,207.1,13.0
2020-12-01,EST010,239.7,18.0
2021-01-01,EST010,222.9,15.0
2021-02-01,EST010,175.6,10.0
2021-03-01,EST010,209.0,15.0
2021-04-01,EST010,195.8,12.0
2021-05-01,EST010,185.0,15.0
2021-06-01,EST010,188.5,14.0
2021-07-01,EST010,172.8,11.0
2021-08-01,EST010,167.3,13.0
2021-09-01,EST010,169.2,11.0
2021-10-01,EST010,148.5,11.0
2021-11-01,EST010,219.7,15.0
2021-12-01,EST010,229.4,14.0
2022-01-01,EST010,225.3,14.0
2022-02-01,EST010,177.1,13.0
2022-03-01,EST010,172.5,11.0
2022-04-01,EST010,206.8,13.0
2022-05-01,EST010,170.0,10.0
2022-06-01,EST010,178.5,13.0
2022-07-01,EST010,152.7,13.0
2022-08-01,EST010,156.5,9.0
2022-09-01,EST010,194.5,13.0
2022-10-01,EST010,177.1,14.0
2022-11-01,EST010,211.4,14.0
2022-12-01,EST010,212.6,15.0
2023-01-01,EST010,207.6,12.0
2023-02-01,EST010,201.3,14.0
2023-03-01,EST010,205.1,13.0
2023-04-01,EST010,168.5,13.0
2023-05-01,EST010,202.4,15.0
2023-06-01,EST010,139.1,13.0
2023-07-01,EST010,147.3,11.0
2023-08-01,EST010,144.8,10.0
2023-09-01,EST010,207.2,14.0
2023-10-01,EST010,194.9,12.0
2023-11-01,EST010,234.8,16.0
2023-12-01,EST010,187.1,12.0
2024-01-01,EST010,225.2,15.0
2024-02-01,EST010,231.2,17.0
2024-03-01,EST010,201.6,12.0
2024-04-01,EST010,207.1,16.0
2024-05-01,EST010,158.1,13.0
2024-06-01,EST010,196.7,13.0
2024-07-01,EST010,209.5,11.0
2024-08-01,EST010,146.7,9.0
2024-09-01,EST010,159.9,13.0
2024-10-01,EST010,226.3,15.0
2024-11-01,EST010,248.5,15.0
2024-12-01,EST010,211.1,13.0
2025-01-01,EST010,208.0,15.0
2025-02-01,EST010,202.0,14.0
2025-03-01,EST010,165.9,11.0
2025-04-01,EST010,157.5,10.0
2025-05-01,EST010,145.9,9.0
2025-06-01,EST010,142.3,8.0
2025-07-01,EST010,151.1,12.0
2025-08-01,EST010,161.7,10.0
2025-09-01,EST010,209.8,16.0
2025-10-01,EST010,165.0,13.0
2025-11-01,EST010,191.95,17.0
2025-12-01,EST010,218.9,14.0
